序号,书名,下载地址,,,,,,
淨明忠孝全書 黃元吉(宋) 徐慧(宋) 邵以正(明)校訂 明景泰03年,,,,,,,,
傳家寶全集：人事通.福壽鑑.醒世鐘.快樂原_[清]揚州石成金（石天基）編著 刻本 点校本,http://www.homeinmists.com/others2208.zip,,,,,,,
重廣補註黃帝內經素問.二十四卷.唐王冰注.宋林億等奉敕校正.孫兆重改誤.明代影宋刊本,http://www.homeinmists.com/others2209.zip,,,,,,,
新刊補註釋文黃帝內經素問.十二卷.唐王冰注.宋林億校.明成化十年熊宗立種德堂刊本,http://www.homeinmists.com/others2210.zip,,,,,,,
蛤蟆先生去看心理醫生.羅伯特·戴博德,http://www.homeinmists.com/others2211.zip,,,,,,,
中華續道藏初輯第20冊,http://www.homeinmists.com/Tao_Sutra_goon20.rar,,,,,,,
中華續道藏初輯第07冊,http://www.homeinmists.com/Tao_Sutra_goon07.rar,,,,,,,
中華續道藏初輯第14冊,http://www.homeinmists.com/Tao_Sutra_goon14.rar,,,,,,,
槐軒約言,http://www.homeinmists.com/LiuYuan_01.rar,,,,,,,
槐軒雜著,http://www.homeinmists.com/LiuYuan_13.rar,,,,,,,
壎篪集,http://www.homeinmists.com/LiuYuan_25.rar,,,,,,,
大學古本質言,http://www.homeinmists.com/LiuYuan_02.rar,,,,,,,
下學梯航,http://www.homeinmists.com/LiuYuan_14.rar,,,,,,,
史存(1-6),http://www.homeinmists.com/LiuYuan_26.rar,,,,,,,
周易恆解,http://www.homeinmists.com/LiuYuan_03.rar,,,,,,,
自敘示子 性命微言 等,http://www.homeinmists.com/LiuYuan_15.rar,,,,,,,
史存(7-11),http://www.homeinmists.com/LiuYuan_27.rar,,,,,,,
拾餘四种,http://www.homeinmists.com/LiuYuan_04.rar,,,,,,,
道德經解 呂純陽註重鐫,http://www.homeinmists.com/LiuYuan_16.rar,,,,,,,
史存(12-17),http://www.homeinmists.com/LiuYuan_28.rar,,,,,,,
四書恆解 大學,http://www.homeinmists.com/LiuYuan_05.rar,,,,,,,
蒙訓,http://www.homeinmists.com/LiuYuan_17.rar,,,,,,,
史存(18-24),http://www.homeinmists.com/LiuYuan_29.rar,,,,,,,
四書恆解 中庸,http://www.homeinmists.com/LiuYuan_06.rar,,,,,,,
明良志略,http://www.homeinmists.com/LiuYuan_18.rar,,,,,,,
史存(25-30),http://www.homeinmists.com/LiuYuan_30.rar,,,,,,,
四書恆解 論語,http://www.homeinmists.com/LiuYuan_07.rar,,,,,,,
俗言,http://www.homeinmists.com/LiuYuan_19.rar,,,,,,,
醫理大概約說,http://www.homeinmists.com/LiuYuan_31.rar,,,,,,,
四書恆解 孟子,http://www.homeinmists.com/LiuYuan_08.rar,,,,,,,
詩經恆解,http://www.homeinmists.com/LiuYuan_20.rar,,,,,,,
儀禮恆解 晚年定本 ,http://www.homeinmists.com/LiuYuan_32.rar,,,,,,,
尋常語,http://www.homeinmists.com/LiuYuan_09.rar,,,,,,,
書經恆解,http://www.homeinmists.com/LiuYuan_21.rar,,,,,,,
老子道德經解 呂純陽註釋,http://www.homeinmists.com/LiuYuan_33.rar,,,,,,,
正譌,http://www.homeinmists.com/LiuYuan_10.rar,,,,,,,
春秋恆解,http://www.homeinmists.com/LiuYuan_22.rar,,,,,,,
易知錄 亦名文昌帝君功過格,http://www.homeinmists.com/LiuYuan_34.rar,,,,,,,
子問,http://www.homeinmists.com/LiuYuan_11.rar,,,,,,,
孝經直解,http://www.homeinmists.com/LiuYuan_23.rar,,,,,,,
太上感應篇註釋 缺卷二,http://www.homeinmists.com/LiuYuan_35.rar,,,,,,,
又問,http://www.homeinmists.com/LiuYuan_12.rar,,,,,,,
禮記恆解,http://www.homeinmists.com/LiuYuan_24.rar,,,,,,,
蒙訓_豫誠堂家訓 朗讀音頻,http://www.homeinmists.com/LiuYuan_36.rar,,,,,,,
,,,,,,,,
道藏提要(任繼愈 鍾肇鵬),http://www.homeinmists.com/Tao_Sutra_Summary.rar,,,,,,,
道藏分類解題(朱越利),http://www.homeinmists.com/Tao_Sutra_Sort_Summary.rar,,,,,,,
道藏子目引得_翁獨健,http://www.homeinmists.com/others017.rar,,,,,,,
道藏源流考 陳國符,中華書局1963年,http://www.homeinmists.com/others121.rar,,,,,,
道藏源流考(1949年版),http://www.homeinmists.com/042.rar,,,,,,,
道藏源流續攷 陳國符,臺灣明文書局1983年03月,http://www.homeinmists.com/others122.rar,,,,,,
陳國符道藏研究論文集,上海古籍出版社2004,http://www.homeinmists.com/others466.rar,,,,,,
讀道藏記 劉師培,http://www.homeinmists.com/others161.rar,,,,,,,
道藏索引——五種版本道藏通檢,施舟人 陳耀庭 上海書店1996,http://www.homeinmists.com/Tao_Sutra_Index.rar,,,,,,
道藏通考 施舟人,The Taoist Canon, A Historical Companion to the Daozang,Edited by Kristofer Schipper and Franciscus Verellen,http://www.homeinmists.com/others1033.rar,,,,
正統道藏提要,蕭登福,文津出版社2011,http://www.homeinmists.com/others1036.rar,,,,,
道藏說略（上下冊）,朱越利主編 北京燕山出版社 2009.6,http://www.homeinmists.com/others1088.rar,,,,,,
正統道藏萬曆續道藏的電子文本,"http://www.homeinmists.com/TaoCanonText.rar"" style=""text-decoration: none; background-color:#C7EDCC",,,,,,,
道藏續道藏全文檢索系統,http://www.homeinmists.com/Taoist.Canon.Searcher.rar,,,,,,,
正統道藏萬曆續道藏,http://www.homeinmists.com/DaoCanon_txt_chm.rar,,,,,,,
敦煌道藏1,http://www.homeinmists.com/TaoSutra_DunHuang1.rar,,,,,,,
敦煌道藏2,http://www.homeinmists.com/TaoSutra_DunHuang2.rar,,,,,,,
敦煌道藏3,http://www.homeinmists.com/TaoSutra_DunHuang3.rar,,,,,,,
敦煌道藏4,http://www.homeinmists.com/TaoSutra_DunHuang4.rar,,,,,,,
敦煌道藏5,http://www.homeinmists.com/TaoSutra_DunHuang5.rar,,,,,,,
北京大學圖書館藏敦煌道經,http://www.homeinmists.com/TaoSutra_DunHuang6.rar,,,,,,,
上海圖書館藏敦煌道經,http://www.homeinmists.com/TaoSutra_DunHuang7.rar,,,,,,,
道藏精華第一集之一,內含：新編道藏精華自序 蕭編道藏精華序(曹哲士) 新編道藏精華例言 中國道家學術名著道藏精華總目,http://www.homeinmists.com/others682.rar,,,,,,
閱讀軟件,可以直接閱讀ZIP壓縮包內的文件。,http://www.homeinmists.com/tool.UnicornViewer_0.22_XiaZaiBa.zip,,,,,,
法言會纂（五十卷,十冊,民國扶經堂刻本）,亦見《藏外道書》第30冊。,http://www.homeinmists.com/LiuYuan_37.rar,,,,
經懺集成（二十八卷,五冊,清宣統三年劉梖文集資重校刊,缺第二冊）,亦見《藏外道書》第30冊。,http://www.homeinmists.com/LiuYuan_38.rar,,,
道德懸解_黃元御,http://www.homeinmists.com/DaoDeJing001.rar,,,,,,,
道德經、陰符經注_徐大椿,http://www.homeinmists.com/DaoDeJing002.rar,,,,,,,
老子道德經箋注_丁福保(守一子),http://www.homeinmists.com/DaoDeJing003.rar,,,,,,,
老子衍_王夫之撰,http://www.homeinmists.com/DaoDeJing004.rar,,,,,,,
老子翼_焦竑撰,http://www.homeinmists.com/DaoDeJing005.rar,,,,,,,
道德經註_蘇轍註 凌以棟批點,http://www.homeinmists.com/DaoDeJing006.rar,,,,,,,
太上老子道德經_何道全註,http://www.homeinmists.com/DaoDeJing007.rar,,,,,,,
新刊太上老子道德經註解評林_何道全註 焦竑評選,http://www.homeinmists.com/DaoDeJing008.rar,,,,,,,
纂圖互注老子道德經,http://www.homeinmists.com/DaoDeJing009.rar,,,,,,,
老子通義_朱得之撰,http://www.homeinmists.com/DaoDeJing010.rar,,,,,,,
老子章義_姚鼐撰,http://www.homeinmists.com/DaoDeJing011.rar,,,,,,,
老子集解_薛蕙撰,http://www.homeinmists.com/DaoDeJing012.rar,,,,,,,
太上道德經講義_宋常星,http://www.homeinmists.com/DaoDeJing013.rar,,,,,,,
補過齋讀老子日記_楊增新,http://www.homeinmists.com/DaoDeJing014.rar,,,,,,,
道德寶章_白玉蟾注趙孟頫書真蹟,http://www.homeinmists.com/DaoDeJing015.rar,,,,,,,
道德經_葛玄譔,http://www.homeinmists.com/DaoDeJing016.rar,,,,,,,
道德經篡述_汪光緒,http://www.homeinmists.com/DaoDeJing017.rar,,,,,,,
道德經達詁_胡薇元譔,http://www.homeinmists.com/DaoDeJing018.rar,,,,,,,
道德經精解_陳懿典述著,http://www.homeinmists.com/DaoDeJing019.rar,,,,,,,
道德經精義_黃元吉,http://www.homeinmists.com/DaoDeJing020.rar,,,,,,,
道德經評註_歸有光輯評,http://www.homeinmists.com/DaoDeJing021.rar,,,,,,,
道德經釋義_呂喦撰掃葉山房重鐫本,http://www.homeinmists.com/DaoDeJing022.rar,,,,,,,
道德經註_徐永祐集註,http://www.homeinmists.com/DaoDeJing023.rar,,,,,,,
道德經註釋_純陽呂仙衍義顏子淵序,http://www.homeinmists.com/DaoDeJing024.rar,,,,,,,
道德真經指歸_漢嚴遵撰唐谷神子注,http://www.homeinmists.com/DaoDeJing025.rar,,,,,,,
道德真經註_吳澄述粵雅堂善版,http://www.homeinmists.com/DaoDeJing026.rar,,,,,,,
老子本義_魏源著,http://www.homeinmists.com/DaoDeJing027.rar,,,,,,,
老子本義_鄭環撰,http://www.homeinmists.com/DaoDeJing028.rar,,,,,,,
老子道德經_王弼注武英殿聚珍版,http://www.homeinmists.com/DaoDeJing029.rar,,,,,,,
老子道德經參補_張登雲,http://www.homeinmists.com/DaoDeJing030.rar,,,,,,,
老子道德經訂注_黃文蓮,http://www.homeinmists.com/DaoDeJing031.rar,,,,,,,
老子道德經古本集注,http://www.homeinmists.com/DaoDeJing032.rar,,,,,,,
老子道德經貫珠解_李柏朝,http://www.homeinmists.com/DaoDeJing033.rar,,,,,,,
老子道德經評點_劉辰翁,http://www.homeinmists.com/DaoDeJing034.rar,,,,,,,
老子道德經評點_嚴復,http://www.homeinmists.com/DaoDeJing035.rar,,,,,,,
老子或問_龔修默撰,http://www.homeinmists.com/DaoDeJing036.rar,,,,,,,
老子集註_曹聚仁,http://www.homeinmists.com/DaoDeJing037.rar,,,,,,,
老子斠補、莊子斠補_劉師培,http://www.homeinmists.com/DaoDeJing038.rar,,,,,,,
老子校詁_蔣錫昌,http://www.homeinmists.com/DaoDeJing039.rar,,,,,,,
老子學案_郞擎霄,http://www.homeinmists.com/DaoDeJing040.rar,,,,,,,
老子鬳齋口義_林希逸撰,http://www.homeinmists.com/DaoDeJing041.rar,,,,,,,
老子約_豫道人著,http://www.homeinmists.com/DaoDeJing042.rar,,,,,,,
老子章句新釋_張默生,http://www.homeinmists.com/DaoDeJing043.rar,,,,,,,
宋本老子道德經古本集註,http://www.homeinmists.com/DaoDeJing044.rar,,,,,,,
道德經論兵要義述_王真,http://www.homeinmists.com/DaoDeJing045.rar,,,,,,,
太上老子道德經集解_董思靖,http://www.homeinmists.com/DaoDeJing046.rar,,,,,,,
太上十三經注_李西月（李涵虛）註,http://www.homeinmists.com/DaoDeJing047.rar,,,,,,,
御製道德經_清順治帝撰,http://www.homeinmists.com/DaoDeJing048.rar,,,,,,,
御註道德真經_明太祖註,http://www.homeinmists.com/DaoDeJing049.rar,,,,,,,
重訂老子正詁_高亨,http://www.homeinmists.com/DaoDeJing050.rar,,,,,,,
纂圖附釋文重言附註老子道德經_龔士蒿,http://www.homeinmists.com/DaoDeJing051.rar,,,,,,,
太上道德經解_八洞仙祖,http://www.homeinmists.com/DaoDeJing052.rar,,,,,,,
老子注_陳灃,http://www.homeinmists.com/DaoDeJing053.rar,,,,,,,
老子元翼_郭乾泗,http://www.homeinmists.com/DaoDeJing054.rar,,,,,,,
老子臆解_徐梵澄,http://www.homeinmists.com/DaoDeJing055.rar,,,,,,,
老子衍_李哲明,http://www.homeinmists.com/DaoDeJing056.rar,,,,,,,
老子研究_王力著,http://www.homeinmists.com/DaoDeJing057.rar,,,,,,,
老子學案_劉其宣,http://www.homeinmists.com/DaoDeJing058.rar,,,,,,,
老子玄玄解_黃元炳,http://www.homeinmists.com/DaoDeJing059.rar,,,,,,,
老子新注_繆爾紓,http://www.homeinmists.com/DaoDeJing060.rar,,,,,,,
老子新詁_馬蔭良,http://www.homeinmists.com/DaoDeJing061.rar,,,,,,,
老子現人語解_陸世鴻,http://www.homeinmists.com/DaoDeJing062.rar,,,,,,,
老子通釋_張純一,http://www.homeinmists.com/DaoDeJing063.rar,,,,,,,
老子通_沈一貫,http://www.homeinmists.com/DaoDeJing064.rar,,,,,,,
老子說略_張爾岐,http://www.homeinmists.com/DaoDeJing065.rar,,,,,,,
老子今見_陳登澥,http://www.homeinmists.com/DaoDeJing066.rar,,,,,,,
老子解_葉夢得,http://www.homeinmists.com/DaoDeJing067.rar,,,,,,,
老子解 莊子解_吳鼐大年,http://www.homeinmists.com/DaoDeJing068.rar,,,,,,,
老子集訓_陳柱編,http://www.homeinmists.com/DaoDeJing069.rar,,,,,,,
老子集解_薛惠_惜陰軒叢書,http://www.homeinmists.com/DaoDeJing070.rar,,,,,,,
老子河上公章句考_王明,http://www.homeinmists.com/DaoDeJing071.rar,,,,,,,
老子韓氏說_陳柱,http://www.homeinmists.com/DaoDeJing072.rar,,,,,,,
老子概論_許嘯天,http://www.homeinmists.com/DaoDeJing073.rar,,,,,,,
老子讀本_譚正璧,http://www.homeinmists.com/DaoDeJing074.rar,,,,,,,
老子道德真經_孫鑛,http://www.homeinmists.com/DaoDeJing075.rar,,,,,,,
老子道德經 古逸叢書之六,http://www.homeinmists.com/DaoDeJing076.rar,,,,,,,
老子道德經_宋麻沙本,http://www.homeinmists.com/DaoDeJing077.rar,,,,,,,
老子道德經_四部叢刊本,http://www.homeinmists.com/DaoDeJing078.rar,,,,,,,
老子參註_倪元垣,http://www.homeinmists.com/DaoDeJing079.rar,,,,,,,
老子_吳汝綸點勘,http://www.homeinmists.com/DaoDeJing080.rar,,,,,,,
老子_陳柱注釋,http://www.homeinmists.com/DaoDeJing081.rar,,,,,,,
老學八篇_陳柱,http://www.homeinmists.com/DaoDeJing082.rar,,,,,,,
道德真經取善集_李霖編,http://www.homeinmists.com/DaoDeJing083.rar,,,,,,,
道德真經傳_陸希聲,http://www.homeinmists.com/DaoDeJing084.rar,,,,,,,
道德經轉語_陳觀吾,http://www.homeinmists.com/DaoDeJing085.rar,,,,,,,
道德經證_德園子,http://www.homeinmists.com/DaoDeJing086.rar,,,,,,,
道德經述義_經問_清陽子,http://www.homeinmists.com/DaoDeJing087.rar,,,,,,,
道德經述義_徐紹楨,http://www.homeinmists.com/DaoDeJing088.rar,,,,,,,
道德經釋辭_王一清,http://www.homeinmists.com/DaoDeJing089.rar,,,,,,,
道德經解_魯史,http://www.homeinmists.com/DaoDeJing090.rar,,,,,,,
道德經解_顧錫疇,http://www.homeinmists.com/DaoDeJing091.rar,,,,,,,
道德經輯註_鄧暄,http://www.homeinmists.com/DaoDeJing092.rar,,,,,,,
道德經集註_潘基慶,http://www.homeinmists.com/DaoDeJing093.rar,,,,,,,
道德經集義_周如砥,http://www.homeinmists.com/DaoDeJing094.rar,,,,,,,
道德經測_洪應紹,http://www.homeinmists.com/DaoDeJing095.rar,,,,,,,
道德經參補註釋_顧如華,http://www.homeinmists.com/DaoDeJing096.rar,,,,,,,
道德經編註_胡與高,http://www.homeinmists.com/DaoDeJing097.rar,,,,,,,
標點注解老子道德經_支偉成,http://www.homeinmists.com/DaoDeJing098.rar,,,,,,,
蘇子由道德經注 蘇轍,http://www.homeinmists.com/DaoDeJing099.rar,,,,,,,
續古逸叢書 宋本老子道德經古本集註 范應元,http://www.homeinmists.com/DaoDeJing100.rar,,,,,,,
道德經集解 董思靖 十萬卷樓叢書,http://www.homeinmists.com/DaoDeJing101.rar,,,,,,,
經典釋文 老子音義_陸德明,http://www.homeinmists.com/DaoDeJing102.rar,,,,,,,
老子今注今譯及評介_陳鼓應注譯,http://www.homeinmists.com/DaoDeJing103.rar,,,,,,,
老莊研究_嚴靈峯,http://www.homeinmists.com/DaoDeJing104.rar,,,,,,,
老子的智慧-林語堂,http://www.homeinmists.com/DaoDeJing105.rar,,,,,,,
老子通論-孫以楷,http://www.homeinmists.com/DaoDeJing106.rar,,,,,,,
感悟老子道德經-宇文速,http://www.homeinmists.com/DaoDeJing107.rar,,,,,,,
道德經聖解_蕭天石,http://www.homeinmists.com/DaoDeJing108.rar,,,,,,,
老子道德經河上公章句.王卡點校,http://www.homeinmists.com/DaoDeJing109.rar,,,,,,,
老子章句新編 嚴靈峯,http://www.homeinmists.com/DaoDeJing110.rar,,,,,,,
老子校釋 朱謙之,http://www.homeinmists.com/DaoDeJing111.rar,,,,,,,
帛書老子校注 高明,http://www.homeinmists.com/DaoDeJing112.rar,,,,,,,
帛書老子新編  (帛書本+通行本+英譯),http://www.homeinmists.com/DaoDeJing113.rar,,,,,,,
帛書老子注譯與研究_許抗生,http://www.homeinmists.com/DaoDeJing114.rar,,,,,,,
楚簡與帛書老子_鄒安華,http://www.homeinmists.com/DaoDeJing115.rar,,,,,,,
郭店老子 東西方學者的對話,http://www.homeinmists.com/DaoDeJing116.rar,,,,,,,
郭店楚簡 老子校讀_彭浩,http://www.homeinmists.com/DaoDeJing117.rar,,,,,,,
老子評傳_陳鼓應,http://www.homeinmists.com/DaoDeJing118.rar,,,,,,,
養生聖典 道德經_巨鍾,http://www.homeinmists.com/DaoDeJing119.rar,,,,,,,
道家始祖 老子_寶貴珍,http://www.homeinmists.com/DaoDeJing120.rar,,,,,,,
老子道德經新研_王強,http://www.homeinmists.com/DaoDeJing121.rar,,,,,,,
道德經注解_震陽子,http://www.homeinmists.com/DaoDeJing122.rar,,,,,,,
道德經講義 樂育堂語錄_黃元吉原著 蔣門馬校注,http://www.homeinmists.com/DaoDeJing123.rar,,,,,,,
道德寶章_白玉蟾（ 附蟾仙解老）（2008.06.25更新）,http://www.homeinmists.com/DaoDeJing124.rar,,,,,,,
趙孟頫小楷道德經真蹟（松雪書道德經）,http://www.homeinmists.com/DaoDeJing126.rar,,,,,,,
唐景龍2年(708)正月大唐易州龍興觀 爲國敬造道德經五千文碑,http://www.homeinmists.com/DaoDeJing127.rar,,,,,,,
老子 馬王堆漢墓帛書,http://www.homeinmists.com/DaoDeJing128.rar,,,,,,,
唐景福2年(893)7月易州龍興觀景福碑,http://www.homeinmists.com/DaoDeJing129.rar,,,,,,,
唐開元26年(738)10月8日唐玄宗御注道德經幢,http://www.homeinmists.com/DaoDeJing130.rar,,,,,,,
白話譯解老子道德經 葉玉麟,http://www.homeinmists.com/DaoDeJing131.rar,,,,,,,
道德經 趙孟頫 安素軒石刻,http://www.homeinmists.com/DaoDeJing132.rar,,,,,,,
小楷道德經 趙孟頫,http://www.homeinmists.com/DaoDeJing133.rar,,,,,,,
老子道德經卷 鮮於樞,http://www.homeinmists.com/DaoDeJing134.rar,,,,,,,
老子衍 莊子通 王夫子 中華書局1962年,http://www.homeinmists.com/DaoDeJing135.rar,,,,,,,
道德真經集解 張君相 江蘇古籍出版社1988年,http://www.homeinmists.com/DaoDeJing136.rar,,,,,,,
漢帛書老子甲本乙本 陳松長 上海書畫出版社2001年,http://www.homeinmists.com/DaoDeJing137.rar,,,,,,,
道德經解 憨山大師 香港佛經流通處1997年,http://www.homeinmists.com/DaoDeJing138.rar,,,,,,,
元刻樓觀篆書本道德經 劉兆英編譯 陝西旅遊出版社2003年,http://www.homeinmists.com/DaoDeJing139.rar,,,,,,,
老子 四部備要 子部,http://www.homeinmists.com/DaoDeJing140.rar,,,,,,,
王安石老子註輯本 中華書局1979年,http://www.homeinmists.com/DaoDeJing141.rar,,,,,,,
老子指歸 嚴遵 中華書局1994年,http://www.homeinmists.com/DaoDeJing142.rar,,,,,,,
老子校詁 馬敘倫 中華書局1974年,http://www.homeinmists.com/DaoDeJing143.rar,,,,,,,
老子 漢英對照 大中華文庫 湖南人民出版社1999年,http://www.homeinmists.com/DaoDeJing144.rar,,,,,,,
老子注譯及評介 陳鼓應 中華書局1988,http://www.homeinmists.com/DaoDeJing145.rar,,,,,,,
老莊新論 陳鼓應 上海古籍出版社1992,http://www.homeinmists.com/DaoDeJing146.rar,,,,,,,
老子今注今譯 陳鼓應注譯 商務印書館2006,http://www.homeinmists.com/DaoDeJing147.rar,,,,,,,
老子帛書校注 徐志鈞校注 學林出版社2002,http://www.homeinmists.com/DaoDeJing148.rar,,,,,,,
老子道德經闡釋 朱維煥 臺灣學生書局,2001,http://www.homeinmists.com/DaoDeJing149.rar,,,,,,
老子道德經解 釋德清(憨山) 清光緒十二年,http://www.homeinmists.com/DaoDeJing150.rar,,,,,,,
周易古義_老子古義.楊樹達.上海古籍出版社.2013,http://www.homeinmists.com/DaoDeJing151.rar,,,,,,,
老子想爾注校箋 饒宗頤著 香港蘇記書莊1956,http://www.homeinmists.com/DaoDeJing152.rar,,,,,,,
老子校釋 朱晴園著 世界書局1968,http://www.homeinmists.com/DaoDeJing153.rar,,,,,,,
老子新譯 修訂本 任繼愈譯著 上海古籍出版社1985,http://www.homeinmists.com/DaoDeJing154.rar,,,,,,,
老子新注 蔡尚思著 啟智書店1934,http://www.homeinmists.com/DaoDeJing155.rar,,,,,,,
老子要義 周紹賢著 臺灣中華書局 1977,http://www.homeinmists.com/DaoDeJing156.rar,,,,,,,
老子譯話 楊柳橋著 古籍出版社1958,http://www.homeinmists.com/DaoDeJing157.rar,,,,,,,
老子譯注 馮達甫譯注 上海古籍出版社1991,http://www.homeinmists.com/DaoDeJing158.rar,,,,,,,
老子與莊子 陳柱著 商務印書館1931,http://www.homeinmists.com/DaoDeJing159.rar,,,,,,,
老子注釋 復旦大學哲學系老子注釋組注 上海人民出版社1977,http://www.homeinmists.com/DaoDeJing160.rar,,,,,,,
老子注譯 高亨著 華鍾彥校 河南人民出版社1980,http://www.homeinmists.com/DaoDeJing161.rar,,,,,,,
Tao Tê Ching 道德經英譯本91種,http://www.homeinmists.com/DaoDeJing162.rar,,,,,,,
十家論老 胡道靜主編 上海人民出版社2006,http://www.homeinmists.com/DaoDeJing163.rar,,,,,,,
周秦道論發微(老子疏證 管子四篇疏證) 張舜徽著 中華書局1982,http://www.homeinmists.com/DaoDeJing164.rar,,,,,,,
老子評傳 許抗生 廣西教育出版社1996,http://www.homeinmists.com/DaoDeJing165.rar,,,,,,,
老子與范蠡 王振川 宗教文化出版社2004,http://www.homeinmists.com/DaoDeJing166.rar,,,,,,,
